seed,nulleff,cens,var,est,lower,upper
27,1,3,"Pr(N+ | asympt., mAb)",0.4127906976744186,0.3419015373044954,0.4874902329799457
27,1,3,PE for infec.,0.53184165232358,0.4806085776964074,0.5793684037147926
27,1,3,PE for sympt. infec.,0.6884735202492211,0.6195252737731497,0.7457028591770625
27,1,3,PE for asympt. infec.,0.3384615384615385,0.21974453527144788,0.43984724168558165
27,1,3,RR for sympt. | infec.,0.6654297232911857,0.5574627427029714,0.7862370885645612
27,1,3,RR for N+ | infec.,0.5664077990746861,0.4881195542629367,0.6494471824570605
27,1,3,RR for N+ | sympt.,0.5758396946564885,0.45714326937973054,0.7006925634453501
27,1,3,RR for N+ | asympt.,0.5864785868598297,0.47890576971177085,0.7069310939218199
28,1,3,Pr(Infec. | Plac.),0.73625,0.7046371387277293,0.7656048422650887
28,1,3,Pr(Infec. | mAb),0.32125,0.28981248851489777,0.35439595972863147
28,1,3,Pr(Sympt. | Plac.),0.42375,0.3899520248426139,0.4582767537787519
28,1,3,Pr(Sympt. | mAb),0.12,0.09927829150898948,0.14435365440732434
28,1,3,Pr(Asympt. | Plac.),0.3125,0.2813411711525095,0.3454509074246191
28,1,3,Pr(Asympt. | mAb),0.20125,0.17492457809472528,0.23043080043816622
28,1,3,"Pr(Sympt. | Infec., Plac.)",0.5755517826825127,0.5352729320737463,0.6148515213965671
28,1,3,"Pr(Sympt. | Infec., mAb)",0.3735408560311284,0.3166686920988103,0.43413779282933196
28,1,3,"Pr(Asympt. | Infec., Plac.)",0.4244482173174873,0.38514847860343293,0.46472706792625373
28,1,3,"Pr(Asympt. | Infec., mAb)",0.6264591439688716,0.565862207170668,0.6833313079011897
28,1,3,"Pr(N+ | Infec., Plac.)",0.7741935483870968,0.7387132655535272,0.8061204251308685
28,1,3,"Pr(N+ | Infec., mAb)",0.46303501945525294,0.40306521499715675,0.5240936036741464
28,1,3,"Pr(N+ | sympt., Plac.)",0.8643067846607669,0.8237451739939831,0.8967044497173103
28,1,3,"Pr(N+ | sympt., mAb)",0.5520833333333334,0.45251638597747407,0.6476424069540182
28,1,3,"Pr(N+ | asympt., Plac.)",0.652,0.5910569526851392,0.7083425242682456
28,1,3,"Pr(N+ | asympt., mAb)",0.40993788819875776,0.3369276223509609,0.48714576181178976
28,1,3,PE for infec.,0.5636672325976231,0.5143160639278959,0.6093315576152105
28,1,3,PE for sympt. infec.,0.7168141592920354,0.6533640609716658,0.7693916357577069
28,1,3,PE for asympt. infec.,0.356,0.23569885037945992,0.45810338051457145
28,1,3,RR for sympt. | infec.,0.649013463723701,0.5430685304809777,0.7668979785783694
28,1,3,RR for N+ | infec.,0.5980869001297018,0.5174313742082733,0.6826049199895062
28,1,3,RR for N+ | sympt.,0.6387585324232082,0.5215286777798392,0.7543451102405936
28,1,3,RR for N+ | asympt.,0.6287390923293831,0.5076114776202382,0.7665715581601553
29,1,3,Pr(Infec. | Plac.),0.7275,0.6956140340752877,0.7572115772511299
29,1,3,Pr(Infec. | mAb),0.34875,0.31651954663902543,0.3824260634131917
29,1,3,Pr(Sympt. | Plac.),0.40875,0.3751990514134117,0.44317309349412426
29,1,3,Pr(Sympt. | mAb),0.1325,0.11075333675293707,0.15775913725823487
29,1,3,Pr(Asympt. | Plac.),0.31875,0.2873907814184281,0.35184156120612947
29,1,3,Pr(Asympt. | mAb),0.21625,0.18911405872550735,0.24609795352121386
29,1,3,"Pr(Sympt. | Infec., Plac.)",0.5618556701030928,0.5212708847455803,0.6016292598514527
29,1,3,"Pr(Sympt. | Infec., mAb)",0.37992831541218636,0.3249705152792516,0.43814766308343917
29,1,3,"Pr(Asympt. | Infec., Plac.)",0.4381443298969072,0.39837074014854734,0.47872911525441975
29,1,3,"Pr(Asympt. | Infec., mAb)",0.6200716845878136,0.5618523369165609,0.6750294847207483
29,1,3,"Pr(N+ | Infec., Plac.)",0.8195876288659794,0.7862837334832811,0.8487003469347222
29,1,3,"Pr(N+ | Infec., mAb)",0.4982078853046595,0.43996238739348065,0.5565020630298432
29,1,3,"Pr(N+ | sympt., Plac.)",0.8776758409785933,0.8377122487749011,0.908868910915446
29,1,3,"Pr(N+ | sympt., mAb)",0.6226415094339622,0.5276023949623553,0.7091024001045289
29,1,3,"Pr(N+ | asympt., Plac.)",0.7450980392156863,0.6882446471184039,0.7946764450803177
29,1,3,"Pr(N+ | asympt., mAb)",0.42196531791907516,0.35085075809984134,0.4964701123563548
29,1,3,PE for infec.,0.520618556701031,0.46906584894944436,0.5685235668606935
29,1,3,PE for sympt. infec.,0.6758409785932722,0.6064380618338845,0.733810557958628
29,1,3,PE for asympt. infec.,0.32156862745098036,0.19940096817553243,0.42579833984995186
29,1,3,RR for sympt. | infec.,0.6762026898161849,0.5699660097751683,0.7943830980766136
29,1,3,RR for N+ | infec.,0.6078762877302135,0.5340208456936443,0.6838948552683304
29,1,3,RR for N+ | sympt.,0.7094208138846887,0.5986281035558968,0.8141385391133983
29,1,3,RR for N+ | asympt.,0.566321874049285,0.46524226844381084,0.6781535322544265
30,1,3,Pr(Infec. | Plac.),0.71875,0.6866058238180275,0.7488034178419892
30,1,3,Pr(Infec. | mAb),0.36125,0.32869924848538556,0.3951268896616897
30,1,3,Pr(Sympt. | Plac.),0.4475,0.41337633325569545,0.48212544874590063
30,1,3,Pr(Sympt. | mAb),0.135,0.11305682866203173,0.16043175096811182
30,1,3,Pr(Asympt. | Plac.),0.27125,0.24158846255074787,0.303097873313349
30,1,3,Pr(Asympt. | mAb),0.22625,0.19860470321489143,0.2565117315077163
30,1,3,"Pr(Sympt. | Infec., Plac.)",0.6226086956521739,0.5822980186031157,0.6612919970244227
30,1,3,"Pr(Sympt. | Infec., mAb)",0.3737024221453287,0.3199248003793338,0.43079355659792173
30,1,3,"Pr(Asympt. | Infec., Plac.)",0.3773913043478261,0.33870800297557724,0.41770198139688436
30,1,3,"Pr(Asympt. | Infec., mAb)",0.6262975778546713,0.5692064434020783,0.6800751996206663
30,1,3,"Pr(N+ | Infec., Plac.)",0.782608695652174,0.7470791380572359,0.8143872100204236
30,1,3,"Pr(N+ | Infec., mAb)",0.5259515570934256,0.4684206480143671,0.5828016074012652
30,1,3,"Pr(N+ | sympt., Plac.)",0.8240223463687151,0.781195661949283,0.8599691198756891
30,1,3,"Pr(N+ | sympt., mAb)",0.5740740740740741,0.4798518547874812,0.6632077956204363
30,1,3,"Pr(N+ | asympt., Plac.)",0.7142857142857143,0.6508605409403538,0.7702560396900462
30,1,3,"Pr(N+ | asympt., mAb)",0.4972375690607735,0.42521545496941027,0.5693745033311784
30,1,3,PE for infec.,0.4973913043478261,0.44436757196563414,0.5467179006822657
30,1,3,PE for sympt. infec.,0.6983240223463687,0.6353540534860027,0.7512228542295423
30,1,3,PE for asympt. infec.,0.16589861751152069,0.010538537437137618,0.297265904690863
30,1,3,RR for sympt. | infec.,0.6002203707641453,0.5078691530402732,0.7022315278536085
30,1,3,RR for N+ | infec.,0.6720492118415993,0.5943372420983646,0.7519993943458956
30,1,3,RR for N+ | sympt.,0.6966729441305712,0.5791290282214703,0.8124023261867388
30,1,3,RR for N+ | asympt.,0.6961325966850829,0.5843804123356686,0.8200526253278493
31,1,3,Pr(Infec. | Plac.),0.7175,0.6853201271380999,0.7476010617124311
31,1,3,Pr(Infec. | mAb),0.34625,0.3140865644408029,0.37988293999244255
31,1,3,Pr(Sympt. | Plac.),0.4125,0.37888426221517707,0.4469520411208163
31,1,3,Pr(Sympt. | mAb),0.13,0.10845258053217377,0.15508378786002655
31,1,3,Pr(Asympt. | Plac.),0.305,0.27409054474436556,0.33777321697584817
31,1,3,Pr(Asympt. | mAb),0.21625,0.18911405872550735,0.24609795352121386
31,1,3,"Pr(Sympt. | Infec., Plac.)",0.5749128919860628,0.5341044963122722,0.614725253937071
31,1,3,"Pr(Sympt. | Infec., mAb)",0.37545126353790614,0.32049524615300445,0.43381453314473917
31,1,3,"Pr(Asympt. | Infec., Plac.)",0.4250871080139373,0.385274746062929,0.4658955036877278
31,1,3,"Pr(Asympt. | Infec., mAb)",0.6245487364620939,0.5661854668552608,0.6795047538469956
31,1,3,"Pr(N+ | Infec., Plac.)",0.7804878048780488,0.744823034800275,0.8124232393891261
31,1,3,"Pr(N+ | Infec., mAb)",0.4296028880866426,0.3726629762793181,0.48846863810636304
31,1,3,"Pr(N+ | sympt., Plac.)",0.8545454545454545,0.8124274213802976,0.8885040951144262
31,1,3,"Pr(N+ | sympt., mAb)",0.5096153846153846,0.4149215996677402,0.6036241435174049
31,1,3,"Pr(N+ | asympt., Plac.)",0.680327868852459,0.6194061978441547,0.7356594978579729
31,1,3,"Pr(N+ | asympt., mAb)",0.3815028901734104,0.3124371643506922,0.4557167500457538
31,1,3,PE for infec.,0.5174216027874565,0.46502216239969285,0.5660343389588445
31,1,3,PE for sympt. infec.,0.6848484848484848,0.6168174093894667,0.741594312729974
31,1,3,PE for asympt. infec.,0.2909836065573771,0.16155223399049934,0.4010831425907261
31,1,3,RR for sympt. | infec.,0.6530576523356306,0.5497405539290663,0.7679925151634789
31,1,3,RR for N+ | infec.,0.5504287003610108,0.4746408928034194,0.6308053200866476
31,1,3,RR for N+ | sympt.,0.5963584288052373,0.48352683660865703,0.7112460036829658
31,1,3,RR for N+ | asympt.,0.560763284351278,0.4519898626524388,0.685187719321417
32,1,3,Pr(Infec. | Plac.),0.70625,0.6737619500431247,0.7367667635220341
32,1,3,Pr(Infec. | mAb),0.34875,0.31651954663902543,0.3824260634131917
32,1,3,Pr(Sympt. | Plac.),0.4325,0.39857276610376124,0.4670723821840051
32,1,3,Pr(Sympt. | mAb),0.12125,0.10042246658182123,0.14569753214397838
32,1,3,Pr(Asympt. | Plac.),0.27375,0.24398868684856723,0.30567375463450125
32,1,3,Pr(Asympt. | mAb),0.2275,0.1997927028527975,0.25781178467929605
32,1,3,"Pr(Sympt. | Infec., Plac.)",0.6123893805309735,0.5715859676413912,0.6516748338186373
32,1,3,"Pr(Sympt. | Infec., mAb)",0.34767025089605735,0.29420047603257643,0.4052778099499418
32,1,3,"Pr(Asympt. | Infec., Plac.)",0.38761061946902653,0.34832516618136256,0.42841403235860875
32,1,3,"Pr(Asympt. | Infec., mAb)",0.6523297491039427,0.5947221900500583,0.7057995239674236
32,1,3,"Pr(N+ | Infec., Plac.)",0.7734513274336283,0.737155835168898,0.8060535164149509
32,1,3,"Pr(N+ | Infec., mAb)",0.43727598566308246,0.38031172228624793,0.4959440425300831
32,1,3,"Pr(N+ | sympt., Plac.)",0.8410404624277457,0.7987984806731635,0.8757928064645859
32,1,3,"Pr(N+ | sympt., mAb)",0.6288659793814433,0.5295376612248862,0.7183762453405912
32,1,3,"Pr(N+ | asympt., Plac.)",0.6666666666666666,0.6018336017727641,0.7257535554210788
32,1,3,"Pr(N+ | asympt., mAb)",0.33516483516483514,0.2706189256329615,0.4065252359510801
32,1,3,PE for infec.,0.5061946902654868,0.45252966529897587,0.5559352887362754
32,1,3,PE for sympt. infec.,0.7196531791907514,0.65738153105112,0.7713497538275325
32,1,3,PE for asympt. infec.,0.16894977168949765,0.014963965889507658,0.29927269659549094
32,1,3,RR for sympt. | infec.,0.5677274328215965,0.47486825271592736,0.6715375001443535
32,1,3,RR for N+ | infec.,0.5653568235689739,0.4885671058034845,0.6466859377608469
32,1,3,RR for N+ | sympt.,0.7477238105360116,0.626379857098626,0.8623019136012806
32,1,3,RR for N+ | asympt.,0.5027472527472527,0.39878630562428785,0.6249814421287582
33,1,3,Pr(Infec. | Plac.),0.7225,0.6904646898082566,0.7524087102802177
33,1,3,Pr(Infec. | mAb),0.3225,0.2910237379714875,0.35567276308152757
33,1,3,Pr(Sympt. | Plac.),0.44375,0.40967247794726286,0.47836514562587573
33,1,3,Pr(Sympt. | mAb),0.13625,0.11420958055659033,0.16176705188303903
33,1,3,Pr(Asympt. | Plac.),0.27875,0.24879275666834802,0.31082189605266364
33,1,3,Pr(Asympt. | mAb),0.18625,0.1607949836100948,0.21470376120896695
33,1,3,"Pr(Sympt. | Infec., Plac.)",0.6141868512110726,0.5738723134825109,0.652993610213515
33,1,3,"Pr(Sympt. | Infec., mAb)",0.42248062015503873,0.3637775677130603,0.48345823604332067
33,1,3,"Pr(Asympt. | Infec., Plac.)",0.38581314878892736,0.34700638978648507,0.42612768651748917
33,1,3,"Pr(Asympt. | Infec., mAb)",0.5775193798449613,0.5165417639566793,0.6362224322869398
33,1,3,"Pr(N+ | Infec., Plac.)",0.8148788927335641,0.7811728025721146,0.8444271688320781
33,1,3,"Pr(N+ | Infec., mAb)",0.43410852713178294,0.37503380211402654,0.4951166310788973
33,1,3,"Pr(N+ | sympt., Plac.)",0.8647887323943662,0.825288709018856,0.8964785049791706
33,1,3,"Pr(N+ | sympt., mAb)",0.5045871559633027,0.41218105519905196,0.5966809358674496
33,1,3,"Pr(N+ | asympt., Plac.)",0.7354260089686099,0.6738985044398315,0.7889798448084725
33,1,3,"Pr(N+ | asympt., mAb)",0.3825503355704698,0.3083957558221281,0.46260878528827687
33,1,3,PE for infec.,0.5536332179930796,0.5029716392219037,0.60045244476457
33,1,3,PE for sympt. infec.,0.6929577464788732,0.6290861523263691,0.74663854197678
33,1,3,PE for asympt. infec.,0.3318385650224215,0.19850204859827503,0.44365011957118494
33,1,3,RR for sympt. | infec.,0.6878698547876405,0.5849888211355533,0.7999669941086472
33,1,3,RR for N+ | infec.,0.532727661745585,0.4581032606978721,0.6113972467598962
33,1,3,RR for N+ | sympt.,0.5834802617816693,0.4748715345803121,0.6940581875381927
33,1,3,RR for N+ | asympt.,0.5201751514159437,0.41412318672447435,0.640639603233536
34,1,3,Pr(Infec. | Plac.),0.72375,0.6917515744996429,0.7536098783983172
34,1,3,Pr(Infec. | mAb),0.31375,0.2825505575484485,0.3467295738381658
34,1,3,Pr(Sympt. | Plac.),0.4075,0.37397109968903014,0.44191299240902
34,1,3,Pr(Sympt. | mAb),0.12,0.09927829150898948,0.14435365440732434
34,1,3,Pr(Asympt. | Plac.),0.31625,0.2849701355337735,0.3492861014718125
34,1,3,Pr(Asympt. | mAb),0.19375,0.16785197651812486,0.22257508515785177
34,1,3,"Pr(Sympt. | Infec., Plac.)",0.5630397236614854,0.5223537838302593,0.6028946845057206
34,1,3,"Pr(Sympt. | Infec., mAb)",0.38247011952191234,0.3245475539598707,0.4439359562467151
34,1,3,"Pr(Asympt. | Infec., Plac.)",0.4369602763385147,0.39710531549427946,0.4776462161697406
34,1,3,"Pr(Asympt. | Infec., mAb)",0.6175298804780877,0.5560640437532849,0.6754524460401292
34,1,3,"Pr(N+ | Infec., Plac.)",0.7772020725388601,0.7415429067119201,0.8092072074777994
34,1,3,"Pr(N+ | Infec., mAb)",0.545816733067729,0.48399252615151733,0.6062596647848982
34,1,3,"Pr(N+ | sympt., Plac.)",0.8098159509202454,0.7637021201302379,0.848713313400238
34,1,3,"Pr(N+ | sympt., mAb)",0.5625,0.46275882627554077,0.6574317252422498
34,1,3,"Pr(N+ | asympt., Plac.)",0.7351778656126482,0.6775837960746508,0.7857370421825253
34,1,3,"Pr(N+ | asympt., mAb)",0.535483870967742,0.4570606246614193,0.6121908168807867
34,1,3,PE for infec.,0.5664939550949915,0.5164291861770698,0.6126836391342529
34,1,3,PE for sympt. infec.,0.705521472392638,0.6391268224257658,0.760450675927413
34,1,3,PE for asympt. infec.,0.38735177865612647,0.2714096307861251,0.4856156988579211
34,1,3,RR for sympt. | infec.,0.6792950895803289,0.5684131905842893,0.8026529017874093
34,1,3,RR for N+ | infec.,0.7022841965471447,0.6184271851076528,0.7877698657131474
34,1,3,RR for N+ | sympt.,0.6946022727272727,0.5679587338986728,0.8203950745396541
34,1,3,RR for N+ | asympt.,0.7283732223378426,0.612840428724079,0.851772388099673
35,1,3,Pr(Infec. | Plac.),0.72375,0.6917515744996429,0.7536098783983172
35,1,3,Pr(Infec. | mAb),0.33875,0.30679362298633706,0.37224756458999353
35,1,3,Pr(Sympt. | Plac.),0.43625,0.4022706889795867,0.47083861773663715
35,1,3,Pr(Sympt. | mAb),0.1075,0.08788102147694288,0.13087039634451283
35,1,3,Pr(Asympt. | Plac.),0.2875,0.257211291258672,0.31981973112874035
35,1,3,Pr(Asympt. | mAb),0.23125,0.20335887549463014,0.2617097704659208
35,1,3,"Pr(Sympt. | Infec., Plac.)",0.6027633851468048,0.5623546634363901,0.6418174972756866
35,1,3,"Pr(Sympt. | Infec., mAb)",0.3173431734317343,0.2648103645125996,0.37498197094947
35,1,3,"Pr(Asympt. | Infec., Plac.)",0.39723661485319517,0.3581825027243134,0.4376453365636098
35,1,3,"Pr(Asympt. | Infec., mAb)",0.6826568265682657,0.6250180290505299,0.7351896354874004
35,1,3,"Pr(N+ | Infec., Plac.)",0.7530224525043178,0.7163040234085136,0.7864055823783642
35,1,3,"Pr(N+ | Infec., mAb)",0.4354243542435424,0.377702870377932,0.49495098559350675
35,1,3,"Pr(N+ | sympt., Plac.)",0.7908309455587392,0.7451092427242949,0.8302199736282536
35,1,3,"Pr(N+ | sympt., mAb)",0.5348837209302325,0.43024302721776253,0.6365412845995111
35,1,3,"Pr(N+ | asympt., Plac.)",0.6956521739130435,0.6333754798761686,0.7515006684932724
35,1,3,"Pr(N+ | asympt., mAb)",0.3891891891891892,0.32186704960585266,0.46101960962648425
35,1,3,PE for infec.,0.531951640759931,0.4805453475042203,0.5796144963272736
35,1,3,PE for sympt. infec.,0.7535816618911175,0.6952471187182377,0.8014430821672271
35,1,3,PE for asympt. infec.,0.19565217391304335,0.04998705965196637,0.3194544230466706
35,1,3,RR for sympt. | infec.,0.5264805083580921,0.4345246732836362,0.630662535208166
35,1,3,RR for N+ | infec.,0.5782355529977318,0.49815140682852704,0.6632911778221156
35,1,3,RR for N+ | sympt.,0.6763565891472868,0.5408549724203772,0.8128763273219505
35,1,3,RR for N+ | asympt.,0.5594594594594595,0.45514985265102065,0.6784689282532687
36,1,3,Pr(Infec. | Plac.),0.72875,0.6969021266866511,0.7584115374492522
36,1,3,Pr(Infec. | mAb),0.33125,0.2995098007801127,0.364603069939303
36,1,3,Pr(Sympt. | Plac.),0.4375,0.4035037708718645,0.4720935886538451
36,1,3,Pr(Sympt. | mAb),0.14125,0.11882711753619818,0.1671017261413744
36,1,3,Pr(Asympt. | Plac.),0.29125,0.26082359893032964,0.3236715818855402
36,1,3,Pr(Asympt. | mAb),0.19,0.16432148573705274,0.21864141751046645
36,1,3,"Pr(Sympt. | Infec., Plac.)",0.6003430531732419,0.5600501219483955,0.6393222949819303
36,1,3,"Pr(Sympt. | Infec., mAb)",0.42641509433962266,0.3683398239278869,0.4865932649971686
36,1,3,"Pr(Asympt. | Infec., Plac.)",0.3996569468267582,0.3606777050180697,0.4399498780516046
36,1,3,"Pr(Asympt. | Infec., mAb)",0.5735849056603773,0.5134067350028314,0.6316601760721131
36,1,3,"Pr(N+ | Infec., Plac.)",0.7632933104631218,0.7271361181696018,0.7960034715535605
36,1,3,"Pr(N+ | Infec., mAb)",0.44150943396226416,0.3829815064192194,0.5017088975981323
36,1,3,"Pr(N+ | sympt., Plac.)",0.8257142857142857,0.782493725090255,0.8618626506716278
36,1,3,"Pr(N+ | sympt., mAb)",0.5752212389380531,0.4830850563058889,0.6624112441647201
36,1,3,"Pr(N+ | asympt., Plac.)",0.6695278969957081,0.6068090728927867,0.7267473930797043
36,1,3,"Pr(N+ | asympt., mAb)",0.34210526315789475,0.271411428499525,0.420583241190861
36,1,3,PE for infec.,0.5454545454545454,0.49490542484445776,0.5922831174877259
36,1,3,PE for sympt. infec.,0.6771428571428572,0.6110718521433258,0.7328120671304448
36,1,3,PE for asympt. infec.,0.3476394849785408,0.2201707973011079,0.45495706377635226
36,1,3,RR for sympt. | infec.,0.7102857142857143,0.6054598872323351,0.8246025720355694
36,1,3,RR for N+ | infec.,0.5784269662921349,0.49852356483225513,0.6629688662226434
36,1,3,RR for N+ | sympt.,0.6966347184370885,0.5817220235158165,0.8100056113593056
36,1,3,RR for N+ | asympt.,0.5109649122807017,0.3991854611609594,0.6418895082819175
37,1,3,Pr(Infec. | Plac.),0.7325,0.700768241095772,0.7620095814685888
37,1,3,Pr(Infec. | mAb),0.3525,0.3201708792188212,0.38623888926185324
37,1,3,Pr(Sympt. | Plac.),0.4475,0.41337633325569545,0.48212544874590063
37,1,3,Pr(Sympt. | mAb),0.13875,0.11651705790377892,0.16443568015482207
37,1,3,Pr(Asympt. | Plac.),0.285,0.2548045313987032,0.31725038536973754
37,1,3,Pr(Asympt. | mAb),0.21375,0.18674518976163518,0.2434907168661144
37,1,3,"Pr(Sympt. | Infec., Plac.)",0.6109215017064846,0.5708472716707196,0.6495509354338079
37,1,3,"Pr(Sympt. | Infec., mAb)",0.39361702127659576,0.3383922369164104,0.4517011937302702
37,1,3,"Pr(Asympt. | Infec., Plac.)",0.3890784982935154,0.3504490645661921,0.4291527283292805
37,1,3,"Pr(Asympt. | Infec., mAb)",0.6063829787234043,0.5482988062697298,0.6616077630835895
37,1,3,"Pr(N+ | Infec., Plac.)",0.8037542662116041,0.7696639679260244,0.8338880453756048
37,1,3,"Pr(N+ | Infec., mAb)",0.45390070921985815,0.3968001882971621,0.5122402983163994
37,1,3,"Pr(N+ | sympt., Plac.)",0.8631284916201117,0.8236494906682038,0.8948972475839201
37,1,3,"Pr(N+ | sympt., mAb)",0.4954954954954955,0.404202909697088,0.5870894335884381
37,1,3,"Pr(N+ | asympt., Plac.)",0.7105263157894737,0.6485561835447681,0.765519885887862
37,1,3,"Pr(N+ | asympt., mAb)",0.4269005847953216,0.3551721457321531,0.5018411726842851
37,1,3,PE for infec.,0.5187713310580205,0.46751621063668314,0.5664616772501485
37,1,3,PE for sympt. infec.,0.6899441340782122,0.6261513204453899,0.7436639494630759
37,1,3,PE for asympt. infec.,0.25,0.10945608266683071,0.36892980687816734
37,1,3,RR for sympt. | infec.,0.6443004873410199,0.5471123569497071,0.7510818903607214
37,1,3,RR for N+ | infec.,0.5647257231482736,0.4910461220951144,0.641906310533238
37,1,3,RR for N+ | sympt.,0.5740692148459139,0.46659917958499236,0.6841724323785026
37,1,3,RR for N+ | asympt.,0.6008230452674896,0.492022118306349,0.7229560272495908
38,1,3,Pr(Infec. | Plac.),0.74375,0.712383435730373,0.7727868621193601
38,1,3,Pr(Infec. | mAb),0.3325,0.30072313153452157,0.36587779199438
38,1,3,Pr(Sympt. | Plac.),0.4275,0.39364529714436264,0.46204763990546044
38,1,3,Pr(Sympt. | mAb),0.12125,0.10042246658182123,0.14569753214397838
38,1,3,Pr(Asympt. | Plac.),0.31625,0.2849701355337735,0.3492861014718125
38,1,3,Pr(Asympt. | mAb),0.21125,0.18437787568883443,0.2408819253199435
38,1,3,"Pr(Sympt. | Infec., Plac.)",0.5747899159663865,0.5347115017299806,0.6139088028415645
38,1,3,"Pr(Sympt. | Infec., mAb)",0.36466165413533835,0.3091256865713012,0.42405097088279675
38,1,3,"Pr(Asympt. | Infec., Plac.)",0.42521008403361343,0.38609119715843543,0.4652884982700194
38,1,3,"Pr(Asympt. | Infec., mAb)",0.6353383458646616,0.5759490291172032,0.6908743134286989
38,1,3,"Pr(N+ | Infec., Plac.)",0.7798319327731092,0.7448012098013775,0.8112725140449657
38,1,3,"Pr(N+ | Infec., mAb)",0.48120300751879697,0.42185485018484387,0.5410863522393363
38,1,3,"Pr(N+ | sympt., Plac.)",0.8450292397660819,0.8028656447086072,0.8795279607450328
38,1,3,"Pr(N+ | sympt., mAb)",0.5670103092783505,0.46771584556481216,0.6611993858492361
38,1,3,"Pr(N+ | asympt., Plac.)",0.691699604743083,0.6322840469698788,0.7453808379960547
38,1,3,"Pr(N+ | asympt., mAb)",0.4319526627218935,0.35960227796656036,0.5073277968145128
38,1,3,PE for infec.,0.5529411764705883,0.5036814551972748,0.5986622514717578
38,1,3,PE for sympt. infec.,0.7163742690058479,0.6532586438268311,0.7687468780723158
38,1,3,PE for asympt. infec.,0.3320158102766798,0.21023167744448357,0.4357350779234621
38,1,3,RR for sympt. | infec.,0.6344259772237613,0.5308749774506556,0.7499248989580377
38,1,3,RR for N+ | infec.,0.617059891107078,0.5376185768999316,0.6997176685137039
38,1,3,RR for N+ | sympt.,0.6709948988691898,0.550937227092712,0.7887500674050446
38,1,3,RR for N+ | asympt.,0.624480135249366,0.5117538771148072,0.7504662913650277
39,1,3,Pr(Infec. | Plac.),0.7125,0.6801802688712597,0.7427887087413281
39,1,3,Pr(Infec. | mAb),0.3,0.26926228206818986,0.3326492684140806
39,1,3,Pr(Sympt. | Plac.),0.43,0.3961085887315542,0.46456045393724055
39,1,3,Pr(Sympt. | mAb),0.11125,0.09129138845499783,0.1349241877949153
39,1,3,Pr(Asympt. | Plac.),0.2825,0.2523989382875689,0.31467987286190024
39,1,3,Pr(Asympt. | mAb),0.18875,0.16314553739660317,0.21732931304143022
39,1,3,"Pr(Sympt. | Infec., Plac.)",0.6035087719298246,0.5627867576496588,0.6428449515727851
39,1,3,"Pr(Sympt. | Infec., mAb)",0.37083333333333335,0.3122070088560195,0.43352942046221654
39,1,3,"Pr(Asympt. | Infec., Plac.)",0.39649122807017545,0.35715504842721485,0.43721324235034115
39,1,3,"Pr(Asympt. | Infec., mAb)",0.6291666666666667,0.5664705795377835,0.6877929911439805
39,1,3,"Pr(N+ | Infec., Plac.)",0.7824561403508772,0.746756027386342,0.8143745689664287
39,1,3,"Pr(N+ | Infec., mAb)",0.4625,0.40050742719245885,0.525674116803158
39,1,3,"Pr(N+ | sympt., Plac.)",0.8575581395348837,0.8166688054936058,0.8905499396037361
39,1,3,"Pr(N+ | sympt., mAb)",0.6179775280898876,0.5141411986237105,0.7120508525003197
39,1,3,"Pr(N+ | asympt., Plac.)",0.668141592920354,0.6043907404432765,0.7262719711055995
39,1,3,"Pr(N+ | asympt., mAb)",0.3708609271523179,0.2979150625682672,0.45021440936365337
39,1,3,PE for infec.,0.5789473684210527,0.5286553649407224,0.6251511398347889
39,1,3,PE for sympt. infec.,0.7412790697674418,0.6810188916615767,0.790871089435531
39,1,3,PE for asympt. infec.,0.331858407079646,0.1997768574663995,0.44279813850590943
39,1,3,RR for sympt. | infec.,0.6144622093023256,0.5113624905836613,0.7290828743199379
39,1,3,RR for N+ | infec.,0.5910874439461884,0.5088867399242899,0.6771941043911069
39,1,3,RR for N+ | sympt.,0.720624642925157,0.5969744266932011,0.8369701054950532
39,1,3,RR for N+ | asympt.,0.5550633744134029,0.438504603794224,0.6900863265754739
40,1,3,Pr(Infec. | Plac.),0.73,0.6981905245077928,0.7596111924375962
40,1,3,Pr(Infec. | mAb),0.3425,0.3104389629075192,0.37606638309726886
40,1,3,Pr(Sympt. | Plac.),0.44375,0.40967247794726286,0.47836514562587573
40,1,3,Pr(Sympt. | mAb),0.13,0.10845258053217377,0.15508378786002655
40,1,3,Pr(Asympt. | Plac.),0.28625,0.25600776605698583,0.3185352035209407
40,1,3,Pr(Asympt. | mAb),0.2125,0.1855613371265769,0.24218651669168684
40,1,3,"Pr(Sympt. | Infec., Plac.)",0.6078767123287672,0.5676981910473374,0.6466453162186805
40,1,3,"Pr(Sympt. | Infec., mAb)",0.3795620437956204,0.3241418377406799,0.4383126199916584
40,1,3,"Pr(Asympt. | Infec., Plac.)",0.3921232876712329,0.3533546837813195,0.4323018089526626
40,1,3,"Pr(Asympt. | Infec., mAb)",0.6204379562043796,0.5616873800083416,0.6758581622593203
40,1,3,"Pr(N+ | Infec., Plac.)",0.7996575342465754,0.7652839880079894,0.8301146432865049
40,1,3,"Pr(N+ | Infec., mAb)",0.48905109489051096,0.4304241971275263,0.5479807535754136
40,1,3,"Pr(N+ | sympt., Plac.)",0.8394366197183099,0.7976443217995285,0.8739614641986353
